id	label	type	quantity	cash	net	ratio	color	size	tooltip
Ariel M x Landon		edge_node	1286.0	0.0	430.0	0.3343701399688958	#e7533a	2.6955944440338833	Person: Ariel M x Landon</br>Quantity: 1286</br>Ratio: 0.3343701399688958
Ariel M x Wade		edge_node	704.0	0.0	-136.0	0.19318181818181818	#c61a10	1.98229876259473	Person: Ariel M x Wade</br>Quantity: 704</br>Ratio: 0.19318181818181818
Arlo x Landon		edge_node	987.0	0.0	-491.0	0.49746707193515705	#fb8c58	2.3761248529915697	Person: Arlo x Landon</br>Quantity: 987</br>Ratio: 0.49746707193515705
Aspen x Mila		edge_node	459.0	0.0	-49.0	0.10675381263616558	#ab0000	1.4010217905540665	Person: Aspen x Mila</br>Quantity: 459</br>Ratio: 0.10675381263616558
Athena x Peyton		edge_node	482.0	0.0	216.0	0.44813278008298757	#f67c51	1.4861118185788889	Person: Athena x Peyton</br>Quantity: 482</br>Ratio: 0.44813278008298757
Blakely x Owen		edge_node	822.0	0.0	-410.0	0.49878345498783455	#fb8c58	2.1628361907349554	Person: Blakely x Owen</br>Quantity: 822</br>Ratio: 0.49878345498783455
Braelynn x Mila		edge_node	417.0	0.0	5.0	0.011990407673860911	#830000	1.1515719897319845	Person: Braelynn x Mila</br>Quantity: 417</br>Ratio: 0.011990407673860911
Brian x Mila		edge_node	440.0	0.0	158.0	0.35909090909090907	#eb5e42	1.3137838296251063	Person: Brian x Mila</br>Quantity: 440</br>Ratio: 0.35909090909090907
Bruce x Juan		edge_node	636.0	0.0	2.0	0.0031446540880503146	#800000	1.8612399187978665	Person: Bruce x Juan</br>Quantity: 636</br>Ratio: 0.0031446540880503146
Bruce x Landon		edge_node	2878.0	0.0	346.0	0.1202223766504517	#b10000	3.846049894151541	Person: Bruce x Landon</br>Quantity: 2878</br>Ratio: 0.1202223766504517
Bruce x Mila		edge_node	415.0	0.0	-87.0	0.20963855421686747	#cb2014	1.1281017120196537	Person: Bruce x Mila</br>Quantity: 415</br>Ratio: 0.20963855421686747
Bruce x Peyton		edge_node	519.0	0.0	-79.0	0.15221579961464354	#ba0a06	1.5981129157337977	Person: Bruce x Peyton</br>Quantity: 519</br>Ratio: 0.15221579961464354
Cairo x Landon		edge_node	454.0	0.0	-176.0	0.3876651982378855	#f06949	1.380011089149808	Person: Cairo x Landon</br>Quantity: 454</br>Ratio: 0.3876651982378855
Case x Landon		edge_node	863.0	0.0	-333.0	0.3858632676709154	#f06849	2.2193237491275175	Person: Case x Landon</br>Quantity: 863</br>Ratio: 0.3858632676709154
Corey x Elle		edge_node	478.0	0.0	100.0	0.20920502092050208	#cb2014	1.4724157716082111	Person: Corey x Elle</br>Quantity: 478</br>Ratio: 0.20920502092050208
Corey x Landon		edge_node	2068.0	0.0	-40.0	0.019342359767891684	#870000	3.332717754718016	Person: Corey x Landon</br>Quantity: 2068</br>Ratio: 0.019342359767891684
Corey x Peyton		edge_node	954.0	0.0	-200.0	0.20964360587002095	#cb2014	2.336193582574565	Person: Corey x Peyton</br>Quantity: 954</br>Ratio: 0.20964360587002095
Damon x Landon		edge_node	813.0	0.0	-347.0	0.4268142681426814	#f4754f	2.150065180310543	Person: Damon x Landon</br>Quantity: 813</br>Ratio: 0.4268142681426814
Daniella x Jonathan		edge_node	431.0	0.0	-171.0	0.39675174013921116	#f16b4a	1.2625303872201052	Person: Daniella x Jonathan</br>Quantity: 431</br>Ratio: 0.39675174013921116
Daniella x Landon		edge_node	595.0	0.0	-77.0	0.12941176470588237	#b40101	1.7792122939402026	Person: Daniella x Landon</br>Quantity: 595</br>Ratio: 0.12941176470588237
Deacon x Landon		edge_node	724.0	0.0	-230.0	0.31767955801104975	#e34c35	2.0151606047737483	Person: Deacon x Landon</br>Quantity: 724</br>Ratio: 0.31767955801104975
Delaney x Juan		edge_node	434.0	0.0	26.0	0.059907834101382486	#970000	1.28065678931278	Person: Delaney x Juan</br>Quantity: 434</br>Ratio: 0.059907834101382486
Delilah x Gabrielle		edge_node	897.0	0.0	65.0	0.07246376811594203	#9d0000	2.264254221198599	Person: Delilah x Gabrielle</br>Quantity: 897</br>Ratio: 0.07246376811594203
Delilah x Jonathan		edge_node	835.0	0.0	365.0	0.437125748502994	#f57850	2.1810394290205277	Person: Delilah x Jonathan</br>Quantity: 835</br>Ratio: 0.437125748502994
Delilah x Kingston		edge_node	744.0	0.0	42.0	0.056451612903225805	#960000	2.0469915223983755	Person: Delilah x Kingston</br>Quantity: 744</br>Ratio: 0.056451612903225805
Delilah x Landon		edge_node	1356.0	0.0	-582.0	0.42920353982300885	#f4764f	2.762038932416563	Person: Delilah x Landon</br>Quantity: 1356</br>Ratio: 0.42920353982300885
Delilah x Oakley F		edge_node	1066.0	0.0	-496.0	0.4652908067542214	#f88154	2.467309912477407	Person: Delilah x Oakley F</br>Quantity: 1066</br>Ratio: 0.4652908067542214
Delilah x Olivia		edge_node	2523.0	0.0	103.0	0.04082441537851764	#8f0000	3.633417275672808	Person: Delilah x Olivia</br>Quantity: 2523</br>Ratio: 0.04082441537851764
Delilah x Parker M		edge_node	1419.0	0.0	597.0	0.42071881606765327	#f3734e	2.8197658673558847	Person: Delilah x Parker M</br>Quantity: 1419</br>Ratio: 0.42071881606765327
Delilah x Peyton		edge_node	2083.0	0.0	181.0	0.08689390302448392	#a30000	3.3432460965600175	Person: Delilah x Peyton</br>Quantity: 2083</br>Ratio: 0.08689390302448392
Delilah x Xander		edge_node	705.0	0.0	-335.0	0.475177304964539	#f98555	1.9839679205744518	Person: Delilah x Xander</br>Quantity: 705</br>Ratio: 0.475177304964539
Destiny x Landon		edge_node	740.0	0.0	-272.0	0.3675675675675676	#ed6145	2.0407032281472826	Person: Destiny x Landon</br>Quantity: 740</br>Ratio: 0.3675675675675676
Dominick x Landon		edge_node	834.0	0.0	-34.0	0.0407673860911271	#8f0000	2.1796491525774355	Person: Dominick x Landon</br>Quantity: 834</br>Ratio: 0.0407673860911271
Dorothy x Landon		edge_node	603.0	0.0	-101.0	0.16749585406301823	#bf100a	1.7958818234030343	Person: Dorothy x Landon</br>Quantity: 603</br>Ratio: 0.16749585406301823
Dylan M x Landon		edge_node	2010.0	0.0	858.0	0.42686567164179107	#f4754f	3.29155308888038	Person: Dylan M x Landon</br>Quantity: 2010</br>Ratio: 0.42686567164179107
Dylan M x Peyton		edge_node	725.0	0.0	305.0	0.4206896551724138	#f3734e	2.0167758175768524	Person: Dylan M x Peyton</br>Quantity: 725</br>Ratio: 0.4206896551724138
Eden F x Peyton		edge_node	599.0	0.0	271.0	0.4524207011686144	#f77d52	1.7875911616603157	Person: Eden F x Peyton</br>Quantity: 599</br>Ratio: 0.4524207011686144
Eden x Kyla		edge_node	25090.0	0.0	-4.0	0.00015942606616181745	#7f0000	10.0	Person: Eden x Kyla</br>Quantity: 25090</br>Ratio: 0.00015942606616181745
Elle x Landon		edge_node	3631.0	0.0	1777.0	0.48939686036904434	#fa8957	4.25136176432712	Person: Elle x Landon</br>Quantity: 3631</br>Ratio: 0.48939686036904434
Elle x Olivia		edge_node	747.0	0.0	209.0	0.2797858099062918	#dc3c28	2.051683068774756	Person: Elle x Olivia</br>Quantity: 747</br>Ratio: 0.2797858099062918
Elle x Peyton		edge_node	661.0	0.0	95.0	0.1437216338880484	#b80704	1.9076257162744934	Person: Elle x Peyton</br>Quantity: 661</br>Ratio: 0.1437216338880484
Emely x Juan		edge_node	783.0	0.0	-171.0	0.21839080459770116	#cd2317	2.1064310313926145	Person: Emely x Juan</br>Quantity: 783</br>Ratio: 0.21839080459770116
Emely x Landon		edge_node	1791.0	0.0	-373.0	0.2082635399218314	#ca1f14	3.1289564179422666	Person: Emely x Landon</br>Quantity: 1791</br>Ratio: 0.2082635399218314
Enzo x Landon		edge_node	1042.0	0.0	-208.0	0.19961612284069097	#c81c12	2.4402187840280027	Person: Enzo x Landon</br>Quantity: 1042</br>Ratio: 0.19961612284069097
Enzo x Peyton		edge_node	1011.0	0.0	77.0	0.076162215628091	#9e0000	2.404452863006953	Person: Enzo x Peyton</br>Quantity: 1011</br>Ratio: 0.076162215628091
Esther x Landon		edge_node	1134.0	0.0	-88.0	0.07760141093474426	#9f0000	2.5414846870853562	Person: Esther x Landon</br>Quantity: 1134</br>Ratio: 0.07760141093474426
Fiona x Landon		edge_node	1509.0	0.0	-71.0	0.04705102717031146	#920000	2.899191587806799	Person: Fiona x Landon</br>Quantity: 1509</br>Ratio: 0.04705102717031146
Gabriela x Landon		edge_node	914.0	0.0	-30.0	0.03282275711159737	#8c0000	2.2861309813290873	Person: Gabriela x Landon</br>Quantity: 914</br>Ratio: 0.03282275711159737
Gianni x Landon		edge_node	915.0	0.0	-93.0	0.10163934426229508	#a90000	2.2874062726501663	Person: Gianni x Landon</br>Quantity: 915</br>Ratio: 0.10163934426229508
Grady x Landon		edge_node	1140.0	0.0	436.0	0.3824561403508772	#ef6749	2.5478588756296476	Person: Grady x Landon</br>Quantity: 1140</br>Ratio: 0.3824561403508772
Grady x Mila		edge_node	907.0	0.0	227.0	0.25027563395810365	#d7301f	2.27716828690005	Person: Grady x Mila</br>Quantity: 907</br>Ratio: 0.25027563395810365
Hallie x Landon		edge_node	823.0	0.0	-231.0	0.28068043742405835	#dc3d29	2.1642465444258168	Person: Hallie x Landon</br>Quantity: 823</br>Ratio: 0.28068043742405835
Harley F x Oakley F		edge_node	555.0	0.0	-153.0	0.2756756756756757	#db3a27	1.689848831301918	Person: Harley F x Oakley F</br>Quantity: 555</br>Ratio: 0.2756756756756757
Henry x Landon		edge_node	777.0	0.0	-109.0	0.1402831402831403	#b70503	2.0974960450414777	Person: Henry x Landon</br>Quantity: 777</br>Ratio: 0.1402831402831403
Ismael x Landon		edge_node	458.0	0.0	-220.0	0.48034934497816595	#f98656	1.3969086378182216	Person: Ismael x Landon</br>Quantity: 458</br>Ratio: 0.48034934497816595
Jacqueline x Landon		edge_node	777.0	0.0	315.0	0.40540540540540543	#f26e4c	2.0974960450414777	Person: Jacqueline x Landon</br>Quantity: 777</br>Ratio: 0.40540540540540543
Jaiden x Landon		edge_node	882.0	0.0	-148.0	0.16780045351473924	#bf100a	2.2446319094219693	Person: Jaiden x Landon</br>Quantity: 882</br>Ratio: 0.16780045351473924
Jared x Landon		edge_node	712.0	0.0	176.0	0.24719101123595505	#d62e1e	1.9955736722065944	Person: Jared x Landon</br>Quantity: 712</br>Ratio: 0.24719101123595505
Jase x Kamden		edge_node	630.0	0.0	-96.0	0.1523809523809524	#ba0a06	1.8497306275427032	Person: Jase x Kamden</br>Quantity: 630</br>Ratio: 0.1523809523809524
John x Jonathan		edge_node	651.0	0.0	271.0	0.4162826420890937	#f3724d	1.8893617619383325	Person: John x Jonathan</br>Quantity: 651</br>Ratio: 0.4162826420890937
John x Juan		edge_node	951.0	0.0	473.0	0.49737118822292326	#fb8c58	2.3325041316784096	Person: John x Juan</br>Quantity: 951</br>Ratio: 0.49737118822292326
John x Landon		edge_node	809.0	0.0	-37.0	0.04573547589616811	#920000	2.144343427501041	Person: John x Landon</br>Quantity: 809</br>Ratio: 0.04573547589616811
John x Legend		edge_node	920.0	0.0	4.0	0.004347826086956522	#800000	2.293763873155129	Person: John x Legend</br>Quantity: 920</br>Ratio: 0.004347826086956522
Johnny x Landon		edge_node	532.0	0.0	194.0	0.36466165413533835	#ed6044	1.6327757789183601	Person: Johnny x Landon</br>Quantity: 532</br>Ratio: 0.36466165413533835
Jonathan x Landon		edge_node	2799.0	0.0	-787.0	0.2811718470882458	#dc3d29	3.800128788425027	Person: Jonathan x Landon</br>Quantity: 2799</br>Ratio: 0.2811718470882458
Jonathan x Lexi		edge_node	427.0	0.0	161.0	0.3770491803278688	#ef6548	1.2362078858041055	Person: Jonathan x Lexi</br>Quantity: 427</br>Ratio: 0.3770491803278688
Jonathan x Lyla		edge_node	756.0	0.0	104.0	0.13756613756613756	#b60403	2.0656337854383873	Person: Jonathan x Lyla</br>Quantity: 756</br>Ratio: 0.13756613756613756
Jonathan x Melody		edge_node	739.0	0.0	-235.0	0.31799729364005414	#e44c35	2.039125208698019	Person: Jonathan x Melody</br>Quantity: 739</br>Ratio: 0.31799729364005414
Juan x Landon		edge_node	3737.0	0.0	-1513.0	0.4048702167514049	#f26e4c	4.304428294474329	Person: Juan x Landon</br>Quantity: 3737</br>Ratio: 0.4048702167514049
Juan x Lexi		edge_node	487.0	0.0	-65.0	0.13347022587268995	#b50302	1.5027074186685938	Person: Juan x Lexi</br>Quantity: 487</br>Ratio: 0.13347022587268995
Juan x Lilliana		edge_node	488.0	0.0	104.0	0.21311475409836064	#cc2115	1.505961222337161	Person: Juan x Lilliana</br>Quantity: 488</br>Ratio: 0.21311475409836064
Juan x Oakley F		edge_node	1495.0	0.0	321.0	0.21471571906354514	#cc2216	2.8870560540305856	Person: Juan x Oakley F</br>Quantity: 1495</br>Ratio: 0.21471571906354514
Juan x Peyton		edge_node	1207.0	0.0	285.0	0.23612261806130902	#d32a1b	2.617331676065607	Person: Juan x Peyton</br>Quantity: 1207</br>Ratio: 0.23612261806130902
Juan x Sean		edge_node	515.0	0.0	199.0	0.3864077669902913	#f06849	1.5870357919834972	Person: Juan x Sean</br>Quantity: 515</br>Ratio: 0.3864077669902913
Kamden x Landon		edge_node	922.0	0.0	124.0	0.13449023861171366	#b50302	2.296298182877037	Person: Kamden x Landon</br>Quantity: 922</br>Ratio: 0.13449023861171366
Khalil x Landon		edge_node	833.0	0.0	-119.0	0.14285714285714285	#b80604	2.1782572356884504	Person: Khalil x Landon</br>Quantity: 833</br>Ratio: 0.14285714285714285
Kiara x Landon		edge_node	559.0	0.0	241.0	0.43112701252236135	#f4764f	1.699299255645618	Person: Kiara x Landon</br>Quantity: 559</br>Ratio: 0.43112701252236135
Kingston x Landon		edge_node	539.0	0.0	99.0	0.1836734693877551	#c3160e	1.6506759980643593	Person: Kingston x Landon</br>Quantity: 539</br>Ratio: 0.1836734693877551
Kira x Landon		edge_node	823.0	0.0	127.0	0.1543134872417983	#bb0b07	2.1642465444258168	Person: Kira x Landon</br>Quantity: 823</br>Ratio: 0.1543134872417983
Lana x Olivia		edge_node	482.0	0.0	-82.0	0.17012448132780084	#bf110b	1.4861118185788889	Person: Lana x Olivia</br>Quantity: 482</br>Ratio: 0.17012448132780084
Landon x Lexi		edge_node	2555.0	0.0	1189.0	0.46536203522504893	#f88154	3.653283034090999	Person: Landon x Lexi</br>Quantity: 2555</br>Ratio: 0.46536203522504893
Landon x Lorelai		edge_node	512.0	0.0	116.0	0.2265625	#d02719	1.5785887934416567	Person: Landon x Lorelai</br>Quantity: 512</br>Ratio: 0.2265625
Landon x Lyla		edge_node	474.0	0.0	-208.0	0.4388185654008439	#f57950	1.458310617776076	Person: Landon x Lyla</br>Quantity: 474</br>Ratio: 0.4388185654008439
Landon x Madilyn		edge_node	413.0	0.0	33.0	0.07990314769975787	#a00000	1.0992271594545555	Person: Landon x Madilyn</br>Quantity: 413</br>Ratio: 0.07990314769975787
Landon x Maia		edge_node	527.0	0.0	-169.0	0.3206831119544592	#e44d36	1.6196734121804575	Person: Landon x Maia</br>Quantity: 527</br>Ratio: 0.3206831119544592
Landon x Malakai		edge_node	1146.0	0.0	214.0	0.18673647469458987	#c4170f	2.5542069222636723	Person: Landon x Malakai</br>Quantity: 1146</br>Ratio: 0.18673647469458987
Landon x Maximilian		edge_node	496.0	0.0	-150.0	0.3024193548387097	#e14630	1.531274727711285	Person: Landon x Maximilian</br>Quantity: 496</br>Ratio: 0.3024193548387097
Landon x Melody		edge_node	777.0	0.0	259.0	0.3333333333333333	#e7533a	2.0974960450414777	Person: Landon x Melody</br>Quantity: 777</br>Ratio: 0.3333333333333333
Landon x Michelle		edge_node	694.0	0.0	200.0	0.2881844380403458	#de402b	1.96544847700455	Person: Landon x Michelle</br>Quantity: 694</br>Ratio: 0.2881844380403458
Landon x Mila		edge_node	4106.0	0.0	-1554.0	0.3784705309303458	#ef6648	4.482859161903214	Person: Landon x Mila</br>Quantity: 4106</br>Ratio: 0.3784705309303458
Landon x Nicholas		edge_node	1023.0	0.0	269.0	0.26295210166177907	#d93523	2.4184047240128983	Person: Landon x Nicholas</br>Quantity: 1023</br>Ratio: 0.26295210166177907
Landon x Nylah		edge_node	680.0	0.0	208.0	0.3058823529411765	#e14731	1.9413514888753187	Person: Landon x Nylah</br>Quantity: 680</br>Ratio: 0.3058823529411765
Landon x Oaklyn		edge_node	1046.0	0.0	174.0	0.16634799235181644	#be0f0a	2.4447692496606477	Person: Landon x Oaklyn</br>Quantity: 1046</br>Ratio: 0.16634799235181644
Landon x Olivia		edge_node	2685.0	0.0	387.0	0.1441340782122905	#b80704	3.732502904513856	Person: Landon x Olivia</br>Quantity: 2685</br>Ratio: 0.1441340782122905
Landon x Peyton		edge_node	7759.0	0.0	-2023.0	0.260729475447867	#d93422	5.911159686383041	Person: Landon x Peyton</br>Quantity: 7759</br>Ratio: 0.260729475447867
Landon x Presley		edge_node	932.0	0.0	-82.0	0.08798283261802575	#a30000	2.3088961288715923	Person: Landon x Presley</br>Quantity: 932</br>Ratio: 0.08798283261802575
Landon x Quentin		edge_node	517.0	0.0	225.0	0.43520309477756286	#f57850	1.5926002366845955	Person: Landon x Quentin</br>Quantity: 517</br>Ratio: 0.43520309477756286
Landon x Remington M		edge_node	424.0	0.0	158.0	0.37264150943396224	#ee6347	1.214355163554848	Person: Landon x Remington M</br>Quantity: 424</br>Ratio: 0.37264150943396224
Landon x Richard		edge_node	478.0	0.0	168.0	0.3514644351464435	#ea5b40	1.4724157716082111	Person: Landon x Richard</br>Quantity: 478</br>Ratio: 0.3514644351464435
Landon x Ryan M		edge_node	2056.0	0.0	780.0	0.37937743190661477	#ef6648	3.3242607440825096	Person: Landon x Ryan M</br>Quantity: 2056</br>Ratio: 0.37937743190661477
Landon x Sara		edge_node	1157.0	0.0	-11.0	0.00950734658599827	#820000	2.565778165699574	Person: Landon x Sara</br>Quantity: 1157</br>Ratio: 0.00950734658599827
Landon x Sarah		edge_node	513.0	0.0	87.0	0.1695906432748538	#bf110b	1.5814180953674777	Person: Landon x Sarah</br>Quantity: 513</br>Ratio: 0.1695906432748538
Landon x Sean		edge_node	2063.0	0.0	485.0	0.2350945225399903	#d22a1b	3.329197731957142	Person: Landon x Sean</br>Quantity: 2063</br>Ratio: 0.2350945225399903
Landon x Sophia		edge_node	479.0	0.0	101.0	0.21085594989561587	#cb2015	1.4758767392809347	Person: Landon x Sophia</br>Quantity: 479</br>Ratio: 0.21085594989561587
Landon x Titus		edge_node	410.0	0.0	64.0	0.15609756097560976	#bb0b07	1.0	Person: Landon x Titus</br>Quantity: 410</br>Ratio: 0.15609756097560976
Landon x Tristan		edge_node	698.0	0.0	-94.0	0.1346704871060172	#b50302	1.9722236371577775	Person: Landon x Tristan</br>Quantity: 698</br>Ratio: 0.1346704871060172
Landon x Wade		edge_node	2253.0	0.0	-115.0	0.05104305370616955	#940000	3.4594194278740282	Person: Landon x Wade</br>Quantity: 2253</br>Ratio: 0.05104305370616955
Landon x Waylon		edge_node	449.0	0.0	85.0	0.18930957683741648	#c5180f	1.357768611332041	Person: Landon x Waylon</br>Quantity: 449</br>Ratio: 0.18930957683741648
Landon x Wesley		edge_node	653.0	0.0	35.0	0.05359877488514548	#950000	1.893044435090999	Person: Landon x Wesley</br>Quantity: 653</br>Ratio: 0.05359877488514548
Landon x Willa		edge_node	733.0	0.0	281.0	0.38335607094133695	#ef6749	2.0296063038874914	Person: Landon x Willa</br>Quantity: 733</br>Ratio: 0.38335607094133695
Landon x Winston		edge_node	539.0	0.0	237.0	0.4397031539888683	#f57950	1.6506759980643593	Person: Landon x Winston</br>Quantity: 539</br>Ratio: 0.4397031539888683
Landon x Zaire		edge_node	541.0	0.0	-171.0	0.31608133086876156	#e34c34	1.6557005977624213	Person: Landon x Zaire</br>Quantity: 541</br>Ratio: 0.31608133086876156
Lilliana x Peyton		edge_node	589.0	0.0	-267.0	0.4533106960950764	#f77e52	1.7664722700011481	Person: Lilliana x Peyton</br>Quantity: 589</br>Ratio: 0.4533106960950764
Mila x Sean		edge_node	473.0	0.0	31.0	0.06553911205073996	#9a0000	1.4547159691959535	Person: Mila x Sean</br>Quantity: 473</br>Ratio: 0.06553911205073996
Oakley F x Olivia		edge_node	753.0	0.0	283.0	0.3758300132802125	#ef6548	2.061003928123891	Person: Oakley F x Olivia</br>Quantity: 753</br>Ratio: 0.3758300132802125
Oakley F x Owen		edge_node	432.0	0.0	88.0	0.2037037037037037	#c91e13	1.2687084180639148	Person: Oakley F x Owen</br>Quantity: 432</br>Ratio: 0.2037037037037037
Olivia x Parker M		edge_node	1644.0	0.0	360.0	0.21897810218978103	#ce2417	3.0124611797498106	Person: Olivia x Parker M</br>Quantity: 1644</br>Ratio: 0.21897810218978103
Parker M x Peyton		edge_node	2412.0	0.0	-340.0	0.14096185737976782	#b70603	3.563314937419017	Person: Parker M x Peyton</br>Quantity: 2412</br>Ratio: 0.14096185737976782
Parker M x Rosalie		edge_node	517.0	0.0	-225.0	0.43520309477756286	#f57850	1.5926002366845955	Person: Parker M x Rosalie</br>Quantity: 517</br>Ratio: 0.43520309477756286
Peyton x Ryan M		edge_node	1168.0	0.0	410.0	0.351027397260274	#ea5a40	2.5772645216166907	Person: Peyton x Ryan M</br>Quantity: 1168</br>Ratio: 0.351027397260274
Peyton x Sean		edge_node	482.0	0.0	46.0	0.0954356846473029	#a60000	1.4861118185788889	Person: Peyton x Sean</br>Quantity: 482</br>Ratio: 0.0954356846473029
Peyton x Wade		edge_node	443.0	0.0	189.0	0.42663656884875845	#f4754f	1.3290992569235267	Person: Peyton x Wade</br>Quantity: 443</br>Ratio: 0.42663656884875845
Peyton x Xander		edge_node	530.0	0.0	-120.0	0.22641509433962265	#d02619	1.6275676592502126	Person: Peyton x Xander</br>Quantity: 530</br>Ratio: 0.22641509433962265
